职位名称,关键词,薪水,城市,公司名称,技能要求,工作经验,招聘类型,产业链环节,获取时间,职位详情
大数据研发工程师（985或留学优先）,"数据开发,数据分析",8-10K,广州,论客科技（广州）有限公司,"Java,Python,C++",应届生,校招,数据中心其他,2023/1/6,"岗位职责：
1、负责软件系统的后端开发，包括大数据处理，数据分析与挖掘算法研发、机器学习模型搭建与优化、自然语言处理研发；
2、根据产品需求，进行系统设计和编码；
3、持续对系统架构进行改造和优化。
职位要求：
1、熟练掌握Python，有 Java或C++编程经验者优先；
2、熟练使用基本的数据结构和算法；
3、熟悉大数据生态，具有Hadoop、ElasticSearch、Spark、Flink、ClickHouse等使用经验者优先；
4、具有机器学习、自然语言处理经验者优先；
5、具备良好的沟通能力，敬业、有上进心，有良好的团队合作精神。"
大数据开发工程师（深圳）-2023届,"数据开发,数据分析",20-40K,深圳,深圳希音信息技术有限公司,"Java,Python,Shell,计算机相关专业,大数据开发经验",应届生,校招,数据中心其他,2023/1/6,"内推码：NTAM0U3
请自行通过官网投递
【岗位职责】
1.负责数据应用开发支持；
2.负责公共层数据开发支持，及数据平台建设。
【岗位要求】
1.2023年毕业，本科以上学历优先，计算机相关专业；
2.掌握数据结构与算法，有java或scala研发经验；理解基本的设计模式，能将业务需求快速理解成技术需求；
3.至少熟悉使用一种脚本语言shell或python；
4.熟悉Hadoop架构和工作原理，MapReduce编程；熟悉Hive，有HQL优化经验优先；
5.熟练掌握spark及spark streaming开发，有实际项目研发经验更佳；
6.有其他数据研发相关工具经验优先，例如HBase.Kylin.ES.Kudu.Redis。"
大数据开发工程师（23届校招）(J10016),"数据开发,数据分析",20-25K,北京,联通支付有限公司,"数仓建设经验,大数据开发经验,ETL开发经验",应届生,校招,数据中心其他,2023/1/6,"工作职责:
1.基于既有的规划、设计、需求，参与完成大数据服务和数据仓库的建设；
2.负责撰写所研发工作相应的文档；
3.参与大数据平台研发工作；
4.参与大数据数仓ETL开发工作；
5.参与大数据平台部分数仓主题模型的开发工作；
6.协助开展数据标准、数据质量、元数据管理方案的制定。
任职资格:
1.本科及以上学历，计算机相关专业；
2.扎实的计算机原理、面向对象编程、数据库以及大数据分布式计算理论基础；
3.了解数据库基本原理，了解oracle,mysql等数据库，会使用sql语句；
4.了解hadoop、spark、vertica等大规模数据存储与运算平台;
5.了解Java、scala、python等编程语言的理论知识，至少有一门有实践经验；
6.有相关实习经验者优先。"
数据库开发工程师（2023） (MJ000564),"数据开发,数据分析",10-15K,杭州,杭州衡泰技术股份有限公司,"计算机相关专业,数学/统计相关专业,金融相关专业,金融知识/数据库知识",应届生,校招,数据中心其他,2023/1/6,"工作职责：
1. 负责数据库存储过程和SQL的开发和实施工作；
2. 承担业务模块的需求设计、配置开发以及测试工作；
3. 承担业务模块问题支持和调试；
4. 能够与整个产品研发团队高效地沟通与协作。
任职资格：
1. 本科及以上学历，计算机软件、金融等相关专业，专业课成绩优良；
2. 熟悉Oracle/SQL Server/MySql等大型数据库，掌握常用sql语言，熟练使用Office办公软件；
3. 具有良好的分析问题和解决问题的能力、沟通能力、学习能力和团队合作精神。"
2023-数据处理开发工程师(J10423),"数据开发,数据分析",12-16K,北京,北京四维图新科技股份有限公司,"计算机相关专业,数学/统计相关专业,数据开发",应届生,校招,数据中心其他,2023/1/6,"工作职责:
1.负责公司数据库及数据仓库的设计、开发和优化工作。
2.负责公司数据分析系统的设计、开发与优化。
3.为公司各部门的数据应用提供指导和支持。
任职资格:
1. 计算机相关专业本科及以上学历
2. 掌握Oracle、SQL Server、DB2等主流数据库及其数据仓库的开发、设计和调优
3. 熟悉SQL、PL/SQL编程
4. 具有良好的沟通能力，有较强的独立工作能力和解决问题的能力"
秋季校园招聘——金融科技岗（数据方向）,"数据开发,数据分析",10-12K,温州,中国民生银行股份有限公司温州分行,"计算机相关专业,数学/统计相关专业",应届生,校招,数据中心其他,2023/1/6,"工作职责:
参与分行各类数据平台及应用系统建设工作，推动并实现数据与金融业务的结合，涉及方向包括但不限于需求分析、数据平台建设、数据治理及分行数据应用等。
任职要求
1.全日制大学本科及以上学历，计算机、通信、统计、应用数学等理工类相关专业应届毕业生；
2.计算机基础知识扎实，熟练掌握至少一门数据处理语言；对数据平台、数据分析、数据建模、人工智能、机器学习、自然语言处理等领域有浓厚的兴趣和一定研究；
3.逻辑思维严密，有较强的学习和分析能力，对金融科技工作充满热情，愿意在金融科技领域长期发展；
4.沟通能力良好，具备高度责任心和团队合作意识，具备较强执行力及自驱力，善于提出创新性思路和方法;
5.毕业时间为2022年1月至2023年7月均可报名"
2023届校招-数据开发工程师,"数据开发,数据分析",14-26K,上海,上海上湖信息技术有限公司,"Java,Python",应届生,校招,数据中心其他,2023/1/6,"岗位职责：
1、负责日常实时特征开发，测试，优化，交付工作；
2、负责与产品经理或者需求方进行需求沟通，掌握业务诉求，并整理出开发逻辑；
3、日常实时任务维护工作。
任职要求：
1、统招本科计算机，软件，数学等相关专业；
2、对python有一定的代码编写能力，能独立开发小型应用；
3、 java，golang有一定的了解和使用；
4、有较为完备的计算机及软件工程基础知识，对数据结构和常见算法有一定理解。"
大数据开发工程师（23届国企校招）(J13280),"数据开发,数据分析",13-20K,杭州,中华联合财产保险股份有限公司,大数据开发经验,应届生,校招,数据中心其他,2023/1/6,"工作职责:
加入创新研发中心，你将会参与保险行业数字化创新变革的标志性核心项目建设，负责：
1.参与大数据平台研发设计，包括大数据采集、存储、分析及应用等领域；
2.参与需求分析、系统架构设计，并完成需求设计相应文档的编写；
3.参与代码实现和性能优化，从用户角度推动业务发展。
任职资格:
携手同行，实现“数字中华”目标，我们希望你可以是：
1.即将毕业于一本院校，取得全日制统招本科及以上学历；
2.拥有计算机/应用数学/统计类相关专业背景，研究生尤佳；
3.了解Hadoop/Spark生态圈产品的工作原理及应用场景，有一定Hadoop/Spark/kafka/flume/hbase/hive/ zookeeper等大数据生态圈知识和开发经验；
4.熟悉Linux系统，了解shell编程，java/python基础扎实，了解jvm，熟悉常用软件的安装与调试；
5.具备较强的数据分析、问题分析、逻辑思维能力，良好的沟通、协作能力，掌握svn、git等常用的团队协作工具。"
校招-数据开发工程师(E5381),"数据开发,数据分析",18-30K,北京,北京健康之家科技有限公司,Java,应届生,校招,数据中心其他,2023/1/6,"职位描述：
1.负责公司大数据基础平台的规划、部署、管理和优化，保障平台稳定可靠高效运行
2.负责Hadoop、HBase、Kafka、Spark、Flume等集群的维护、优化工作
3.开发大数据自动化运维、监控、故障处理工具，监控所有基础设施组件、应用程序
4.负责实时计算平台搭建，负责对业务的数据接口开发
职位要求：
1.本科以上，计算机相关专业
2.熟悉至少一项分布式计算平台，例如Hadoop，Spark，HBase，Flume，Storm，Kafka，Flink、ElasticSearch 等；
3.有日志采集、数据处理、数据仓库建模、实时计算、ETL等经验
4.有扎实的编程能力，熟悉Java或Python至少一种，熟悉算法数据结构
5.有独立负责数据某一模块的实际项目经验
6.有实习或者项目经验者优先"
【23届校招】数据开发工程师,"数据开发,数据分析",15-30K,上海,上海哈啰普惠科技有限公司,"SQL,Kafka,Flink,计算机相关专业,数学/统计相关专业,大数据开发经验",应届生,校招,数据中心其他,2023/1/6,"工作职责
1、参与哈啰大数据的开发，实现数据驱动业务，降低业务运营成本，提升运营效率；
2、根据业务需求进行数据模型的调研、设计、开发及验证工作，并持续进行模型的优化；
3、负责数据模型的开发，建立数据抽取、清洗、校验等数据加工流程规范及OLAP多维数据分析模型；
4、持续对系统的技术架构进行改进和优化，提升海量数据的查询性能和用户体验。
任职资格
1、至少熟悉一种大数据处理技术，比如Hadoop、Spark，并能结合不同的业务场景深入使用；
2、对解决具有挑战性的问题充满激情，具有良好的分析问题和解决问题的能力，能够医治各种系统的疑难杂症；
3、优秀的学习能力。"
数据工程师/数据分析师/数据项目实施顾问,"数据开发,数据分析",6-8K,上海,上海沐数科技有限责任公司,"Kettle,Informatica,FineReport（帆软）,SQL,Python,Spark,Kafka,Streaming",应届生,校招,数据中心其他,2023/1/6,"前期在项目经理的带领下完成数字类项目（含大屏、PC和移动端）的实施工作；
后期能够独立承担项目；工作内容包括如下的一项或者多项：
1、项目需求文档的书写；
2、帆软、Fone或者其他BI/Report合作厂商数字类项目的开发；
3、在MySQL、SQLServer、Oracle或者流行的大数据库上建立数据仓库；
4、Kettle、Informatica、Fone合作厂商的数据调度及数据流工作；
5、项目交付验收文档的书写。
职位招聘2-5人"
阿里巴巴2023届校招-数据工程师（北广深）,"数据开发,数据分析",20-40K,广州,深圳市赞达贸易有限公司,"SQL,计算机相关专业,数学/统计相关专业",应届生,校招,数据中心其他,2023/1/6,"Job Description
如果你想参与阿里大数据的采集、存储、处理，通过分布式大数据平台加工数据，支持业务管理决策，
如果你想参与阿里大数据体系的模型设计、开发、维护，通过元数据、质量体系有效的管理和组织EB级的数据，
如果你想参与阿里大数据产品的研发，发挥你的商业sense，通过数据分析和算法来洞察数据背后的机会，来探索大数据商业化，
如果你想接触世界领先的大数据处理与应用的技术和平台，获得大数据浪潮之巅的各类大牛的指导，
那就加入我们吧！
Job Requirements
如果你所学专业是计算机、数学、统计、数据科学与大数据技术等相关专业；
如果你有强的动手能力和学习能力，熟悉一门数据处理语言，如SQL、JAVA、Python、Perl等，熟悉unix或者linux操作；
如果你具备扎实的专业基础，良好的沟通能力和团队合作，主动积极，乐于面对挑战；
如果你有参与过数据处理、分析、挖掘等相关项目更好；
如果你对Hadoop、Hive、Hbase等分布式平台有一定的理解更好；
那么成为数据工程师吧，这里就是你的舞台
同时，我们还需要你具备：
1. 熟悉Hadoop/Hive/Spark,理解云计算，对Hadoop/Hive/Spark源码熟悉者优先
2. 熟悉常用的脚本开发语言（Java,Python,Shell)
3. 较好的沟通理解能力，性格乐观，态度踏实，积极上进"
